Number,Translator,Chinese Sentences,Gloss,Note
train-02544,F,我会记着的。,我/记/。,
train-02545,F,我会试试看。,我/试试/。,
train-02546,F,我估计他是去上课了。,他/上课/应该/。,
train-02547,F,我住在这里有家的感觉。,住/这/感觉/像/家/一样/。,
train-02548,F,我俩喝完了一瓶酒。,咱俩/酒/瓶/完/。,
train-02549,F,我做不了，我不行。,我/做/不行2/我/不行2/。,
train-02550,F,我做不到，我受不了了。,我/做/不行2/我/忍/不行2/。,
train-02551,F,我做了个噩梦。,我/睡/噩梦/。,
train-02552,F,我做了件礼物给你，希望你喜欢。,给（你）/礼物/我/做/希望/你/喜欢/。,
train-02553,F,我做到了。,我/实现/。,
train-02554,F,我先看一下菜单。,菜单2/我/看/。,
train-02555,F,先量体温。,先/体温计/。,
train-02556,F,我全力支持你。,我/全部/力气/支持你/。,
train-02557,F,我6点钟见你。,我/见/你/6点/。,6点
train-02558,F,我忍不下去了。,我/忍/不行2/。,
train-02559,F,我走不动了。,我/走/不行2/。,
train-02560,F,我再说一句。,我/说/句/再/。,
train-02561,F,我准备去睡觉了。,我/睡觉/准备/。,
train-02562,F,我几乎不去电影院，都在电视机上看电影。,我/去/电影院/少/看/电影/都/电视/。,
train-02563,F,我出生在中国。,我/中国/出生/。,
train-02564,F,我刚刚大学毕业，希望找个工作。,我/大学/完成/希望/找/工作/。,
train-02565,F,我刚大学毕业，现在正在找工作。,我/大学/完成/找/工作/现在/。,
train-02566,F,我刚才打电话请病假了。,我/请/病假/刚才/打电话/完/。,
train-02567,F,我刚看到她们挽着手沿着这条道走去。,她们/挽/路/走/刚刚/我/看/。,
train-02568,F,我刚离开学校，以前我从未工作过。,我/学校/完成/以前/工作/没有/。,
train-02569,F,我午饭时间准备去健身房。,我/准备/中午/吃饭/时间/去/健身房/。,
train-02570,F,我去一趟加油站。,我/去/加油/房/。,
train-02571,F,我去找个人来修一下。,我/找/人/来/修/。,
train-02572,F,我去拿卷发的工具。,卷/头发/工具/我/那/拿/。,
train-02573,F,我检查下。,我/检查/。,
train-02574,F,我去美国和德国了。,我/去/二/美国/德国/。,
train-02575,F,我等会去。,我/等/去/。,
train-02576,F,我去买点东西。,我/去/买/东西/。,
train-02577,F,我参加了很多课外活动。,课/外/活动/我/参加/多/。,
train-02578,F,我又不是不懂。,我/知道/。,
train-02579,F,我又做错什么了？,我/错/什么/？,
train-02580,F,我又算的了什么。,我/计算/什么/。,
train-02581,F,我发了笔横财。,我/钱/来/意外/。,
train-02582,F,我发誓我不认识。,我/认识/不/我/发誓/。,
train-02583,F,我叔叔一直没能把烟戒掉。,我/叔叔2/吸烟/戒{戒毒第二个手势}/没有/。,
train-02584,F,我受不了那些话。,那/话/我/受不了/。,
train-02585,F,我另有安排。,我/安排/外/有/。,
train-02586,F,我只想挑选那些我认为最能保护我们小区的人。,我/想/挑选/谁/保护/我们/园/能力/谁/。,
train-02587,F,我只想随便买一些现成的衣服。,我/衣服/随意/买/现在/有/。,
train-02588,F,我只是要拍掉灰尘。,我/想/灰/拍/。,
train-02589,F,我只是随便看看。,我/看/随意/。,
train-02590,F,我只有一个手提包。,包/手/提/我/有/一/。,
train-02591,F,我只给你30秒。,给/你/30/秒/。,
train-02592,F,我只要穿这些衣服。,我/穿/这些/衣服/。,
train-02593,F,我只迟到了3分钟。,我/迟到2/3分钟/只/。,
train-02594,F,我可以为你做点什么吗？,我/做/什么/给（你）/？,
train-02595,F,我可以加你微信吗？,我/微信/加/你/可以/？,
train-02596,F,我可以十点过后再回家吗？,我/十点/以后/到/家/可以/？,
train-02597,F,我可以去参观你的房间吗？,我/看/你/房间/可以/？,
train-02598,F,我可以去洗手间吗？,我/卫生间/可以/？,
train-02599,F,我可以吃点零食吗？,零/食/我/吃/可以/？,
train-02600,F,我可以和你谈一会儿话吗？,你/我/咱俩/交流/可以/？,
train-02601,F,我可以在哪儿梳洗？,我/梳头/洗脸/在/哪/？,
train-02602,F,我可以在哪里找到行李推车？,行李/放/推/在/哪/？,
train-02603,F,我可以帮助你吗？,我/帮助/可以/？,
train-02604,F,我可以帮助吗？,我/帮助/可以/？,
train-02605,F,我可以把座位放平吗？,椅子/平/可以/？,
train-02606,F,我可以把行李放在里面。,行李/箱/放/里/可以/。,
train-02607,F,我可以把车停这儿吗？,车/放/这/可以/？,
train-02608,F,我可以提个问题吗？,我/问题/说/可以/？,
train-02609,F,我可以教你。,我/教（你）/可以/。,
train-02610,F,我可以来你公司上班吗？,我/工作/到/你/公司/可以/？,
train-02611,F,我可以洗澡吗？,我/洗澡/可以/？,
train-02612,F,我可以牵你的手吗？,我/牵/你/可以/？,
train-02613,F,我可以用你的笔吗？,你/笔/借（我）/可以/？,
train-02614,F,我可以用它买超市里的任何东西吗？,超市/所有/买/它/可以/？,
train-02615,F,我可以用很好的英语来表达自己的观点。,我/英语/表达/观点/好/我/可以/。,英语
train-02616,F,我可以看一下吗？,我/看/可以/？,
train-02617,F,我可以看看沙发套的样品吗？,这/沙发/套/样品/我/看/可以/？,
train-02618,F,我可以租东西吗？,我/东西/租（我）/可以/？,
train-02619,F,我可以等会再吃吗？,我/吃/等/一会儿/可以/？,
train-02620,F,我可以给她留个口信吗？,我/句子/说/留/给/可以/？,
train-02621,F,我可以要一些饼干吗？,饼干/我/要/可以/？,
train-02622,F,我可以订购一个书架吗？,书柜/我/订/买/可以/？,订
train-02623,F,我可以试一下这条裙子吗？,这/裙子/我/试/穿/可以/？,
train-02624,F,我可以走得到那儿吗？,走/到/那/我/可以/？,
train-02625,F,我可以邀请你参加。,我/请/你/参加/。,
train-02626,F,我可以问问我妈妈的病情吗？,我/妈妈/病情/我/问/可以/？,
train-02627,F,我可是头一次。,我/第一次/是/。,
train-02628,F,我右边的这个人是我爸爸。,我/右/我/爸爸/是/。,
train-02629,F,我吃完晚饭后就做作业。,我/晚上/饭/完/做/作业/。,
train-02630,F,我同意。,我/同意1/。,
train-02631,F,我后悔没有更努力学习。,我/学习/努力/没有/我/后悔/。,
train-02632,F,我向你道歉。,我/道歉/。,
train-02633,F,我吓得差点晕过去。,吓/我/晕/。,
train-02634,F,我听不懂。,我/听/不懂/。,
train-02635,F,我听明白了。,我/听/懂/。,
train-02636,F,我听见有人在笑。,笑/声/我/听/有/。,
train-02637,F,我听说可能要下雨。,别人/介绍/下雨/要/。,
train-02638,F,我听说生吃蔬菜对身体好。,蔬菜/直接/吃/身体/好/别人/介绍/。,
train-02639,F,我听说的。,别人/介绍/。,
train-02640,F,我听说私立学校要穿校服。,别人/介绍/自私/学校/穿/学校/衣服/要/。,
train-02641,F,我听说附近有一家照相馆不错。,照相/房子/附近/好/别人/介绍/。,
train-02642,F,我和妻子没什么共同语言。,我/共同/话/妻子/没有/。,
train-02643,F,我和家人一起住。,我/家/人/一起/住/。,
train-02644,F,我和所有的老朋友都失去了联系。,我/所有/老/朋友/联系/没有/。,
train-02645,F,我咳嗽不止。,我/咳嗽/一直/有/。,
train-02646,F,我唱歌总跑调儿。,我/唱歌/不行/。,
train-02647,F,我喜欢6月的上海。,上海/六月/我/喜欢/。,
train-02648,F,我喜欢与人面对面交流，而不是在虚拟的世界里。,交流/面/对/我/喜欢/网/打字/不喜欢/。,
train-02649,F,我喜欢你的幽默感。,你/幽默/感/我/喜欢/。,
train-02650,F,我喜欢你的思路。,你/想法/我/喜欢/。,想法
train-02651,F,我喜欢你的画。,你/画/我/喜欢/。,
train-02652,F,我喜欢你的风格。,你/风格/我/喜欢/。,
train-02653,F,我喜欢吃淇淋。,冰淇淋/我/喜欢/。,
train-02654,F,我喜欢味道浓一点。,品尝/重/我/喜欢/。,
train-02655,F,我喜欢喝很甜的咖啡。,咖啡/甜/我/喜欢/。,
train-02656,F,我喜欢喝牛奶。,牛奶/我/喜欢/。,
train-02657,F,我喜欢在花园里干活。,花园/忙/我/喜欢/。,
train-02658,F,我喜欢帮妈妈干家务。,帮助/妈妈/家务/我/喜欢/。,
train-02659,F,我喜欢拉小提琴。,小提琴/我/喜欢/。,
train-02660,F,我喜欢收集火柴盒。,火柴/盒/收集/我/喜欢/。,
train-02661,F,我喜欢游泳。,游泳/我/喜欢/。,
train-02662,F,我喜欢看童话故事。,童话/故事/我/喜欢/。,
train-02663,F,我喜欢让所有的东西都放在适当的位置。,东西/位置/合适/我/喜欢/。,
train-02664,F,我喜欢读书和交朋友。,二/读书/交往/朋友/我/都/喜欢/。,
train-02665,F,我喜欢读科幻小说。,科学/幻想/书/我/喜欢/。,
train-02666,F,我喜欢这一种。,这/我/喜欢/。,
train-02667,F,我喜欢这件背心，它很配我的宽松牛仔裤。,背心/我/喜欢/我/牛仔裤/宽/适合/。,
train-02668,F,我喜欢魔术。,魔术2/我/喜欢/。,
train-02669,F,我喜爱这些邮票。,邮票/我/喜欢/。,
train-02670,F,我回来了。,我/到/完/。,
train-02671,F,我因重感冒，嗓子都哑了。,我/感冒/重/喉/哑/。,
train-02672,F,我国主要降雨区域有所南移。,我/国/主要/下雨/地方/移/南/。,
train-02673,F,我国人口基数大，消费市场规模大。,我/国/人/多/消费/市场/规模/大/。,
train-02674,F,我国具备多种气候类型。,我/国/气候/类型/多/有/。,
train-02675,F,我国北方地区有个严重的气候灾害是沙尘暴。,我/国/北1/方/气候/灾/沙/爆发/有/。,
train-02676,F,我国千万名考生走进考场。,我/国/千万/考试/学生/进/考试/房间/。,
train-02677,F,我国却出现了一个奇怪的现象。,我/国/现象/奇怪/有/。,
train-02678,F,我国外汇储备规模连续第三个月回升。,我/国/外汇/储备/规模/连续/第三/月亮/高/。,
train-02679,F,我国大豆消费量太大了。,我/国/大豆/消费2/多/。,
train-02680,F,我国已经研发出了疫苗。,我/国/疫苗/研究/有/。,
train-02681,F,我国并不是一个粮食进口国。,我/国/粮食/进口/国家/不是/。,
train-02682,F,我国政府很早就意识到了渔业资源枯竭的问题。,我/国/渔业/资源/枯竭/政府/想/到/以前/有/。,
train-02683,F,我国是世界上最大的大豆进口国。,大豆/进口/世界/最/大/中国/是/。,
train-02684,F,我国正式启动长江流域重点水域长达10年的禁渔期。,我/国/长江/部分/钓/鱼/禁止1/十年/开始/。,
train-02685,F,我国的第一艘航母辽宁号。,我/国/第一/航空母舰/名字/辽宁/号/。,
train-02686,F,我国的综合军力在不断增强。,我/国/综合/军/力/增强/一直/。,
train-02687,F,我国的高铁线路已经四通八达。,我/国/高铁/网/大/。,
train-02688,F,我国经济发展面临的困难挑战很多。,我/国/经济/困难1/挑战/多/。,
train-02689,F,我国航母系统发展到了什么地步？,我/国/航空母舰/系统/样子/现在/？,
train-02690,F,我国较强降雨将主要出现在重庆。,我/国/内/雨水/重庆/有/。,
train-02691,F,我国首次火星探测任务着陆火星取得成功。,我/国/第一次/探测/火/行星/任务/成功/。,
train-02692,F,我在一家电脑公司工作。,我/计算机/公司/工作/。,
train-02693,F,我在一所学校教英语。,我/学校/里/教/英语/。,英语
train-02694,F,我在上海。,我/在/上海/。,
train-02695,F,我在乡政府工作。,我/工作/乡/政府1/。,
train-02696,F,我在哪儿买单？,我/支付1/在/哪/？,
train-02697,F,我在哪里可以买到角桌？,角/桌子/买/哪里/？,
train-02698,F,我在学习商业管理。,我/学习/商业/管理/现在/。,
train-02699,F,我在学钢琴。,我/钢琴/学习/。,
train-02700,F,我在想读什么课程。,我/考虑/课程/读/什么/。,
train-02701,F,我在找关于黑客的信息。,计算机/黑/K/信息/我/找/。,
train-02702,F,我在政府机关做事。,我/政府1/工作/。,
train-02703,F,我在机械广工作。,我/工作/机械/工厂/。,
train-02704,F,我在楼下等着你。,我/楼/下/等/你/。,
train-02705,F,我在流鼻涕。,我/鼻涕/有/。,
train-02706,F,我在火车工作。,我/工作/火车/。,
train-02707,F,我在申请读法律学校。,我/法律/学校/申请/正在/。,
train-02708,F,我在看方案。,方案/我/看/。,
train-02709,F,我在考虑去读医学院。,我/读/医/学校/我/考虑/。,
train-02710,F,我在考虑读哪个学校。,我/学校/读/什么/我/考虑/。,
train-02711,F,我在街上拣了10美元。,我/捡/美元/十/路/。,
train-02712,F,我在赶时间。,我/时间/不够/。,
train-02713,F,我在这个城市住了不到一年。,我/住/这/一年/不够/。,
train-02714,F,我在这儿买的电视有问题。,我/买/电视/问题/有/。,
train-02715,F,我在这里待太久了。,我/这/待/时间/长/。,
train-02716,F,我坐地铁。,我/地铁/。,
train-02717,F,我坐船去需要预订吗？,我/船/预订/要/？,
train-02718,F,我坐高铁去北京。,我/去/北京/高铁/。,
train-02719,F,我每天都有好心情。,我/心情/好/每/天/。,
train-02720,F,我太不细心了。,我/粗心/很/。,
train-02721,F,我夹不到菜。,筷子/菜/没有/。,
train-02722,F,我奶奶的院子里茄子，生菜，黄瓜。,我/奶奶/院子/里/茄子/发生/菜/黄瓜/有/。,
train-02723,F,我好像到了天堂。,我/到/天堂/好像/。,
train-02724,F,我好像在哪儿见过你？,我/见/你/之前/有/好像/？,
train-02725,F,我好像把手机忘记在车里了。,我/手机/忘/车/好像/。,
train-02726,F,我好想穿上这条紧腿牛仔裤。,这/牛仔裤/紧/我/想/裤子/。,
train-02727,F,我妈妈是一家之主。,我/妈妈/做/主/家/是/。,
train-02728,F,我妹妹会骑自行车。,我/妹妹/自行车/会/。,
